"","SampleID","NOAASampleNumber","NOAASetName","SampleType","Species","MPG","RiverSystem","Site","Habitat","SnohomishONLYRegion","LifeHistory","MeanCompFL_mm","MeanCompWt_g","CountOfHATCHERYfishInComp","CountOfNATURALfishInComp","%Natural","MajorityOrigin","CollectionDate","Lipids_%","HCB ","aHCH ","bHCH ","lindane ","SumHCHs ","achlor ","cno ","bchlor ","hept ","HPE ","no3 ","oxychlor ","tno ","SumCHLDs ","aldrin ","diel ","mirex ","eslf1 ","cb17 ","cb18 ","cb28 ","cb31 ","cb33 ","cb44 ","cb49 ","cb52 ","cb66 ","cb70 ","cb74 ","cb82 ","cb87 ","cb95 ","cb99 ","cb101 ","cb105 ","cb110 ","cb118 ","cb128 ","cb138 ","cb149 ","cb151 ","cb153 ","cb156 ","cb158 ","cb170 ","cb171 ","cb177 ","cb180 ","cb183 ","cb187 ","cb191 ","cb194 ","cb195 ","cb199 ","cb205 ","cb206 ","cb208 ","cb209 ","Sum40CBs ","TotalPCBs ","opDDD ","opdde ","opDDT ","ppDDD ","ppDDE ","ppDDT ","SumDDTs ","BDE28 ","BDE47 ","BDE49 ","BDE66 ","BDE85 ","BDE99 ","BDE100 ","BDE153 ","BDE154 ","BDE155 ","BDE183 ","SumBDE ","Br5DE04 ","Br5DE05 ","Br6DE01 ","Br7DE01 ","SampleFlag","SampleNote","Task_number","LabStartDate","InstDateCH","Project","PeakAreaN_Vs","PercentN","PercentN_Accuracy","PercentN_Precision","d15NvsAirN2_permil","d15N_Accuracy","d15N_Precision","PeakAreaC_Vs","PercentC","PercentC_Accuracy","PercentC_Precision","d13CvsVPDB_permil","d13C_Accuracy","d13C_Precision","PeakAreaS_Vs","PercentS","PercentS_Accuracy","PercentS_Precision","d34SvsVCDT_permil","d34S_Accuracy","d34S_Precision"
"65","16NQ-TW_Dp07","119-3587","PS3443","Whole Body Minus Guts","Chinook salmon","South","Nisqually","South Luhr Beach","Delta",NA,"parr",62.2216666666667,2.63333333333333,6,0,0,"Hatchery","Spring 2016",4.11388782481513,"0.28999999999999898","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","0.27","0.25","0.52","< 0.17","1","< 0.17","< 0.17","0.21","0.53","0.63","0.61","0.44","0.41","0.34","0.56000000000000005","0.4","0.55000000000000004","0.23","< 0.17","0.33","0.64","0.66","1.2","0.37","1.2","0.92","0.26",2,"0.98","0.28000000000000003",2,"< 0.17","< 0.17","0.21","< 0.17","0.19","0.44","< 0.17","0.59","< 0.17","1.4","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17",19,22,"< 0.17","< 0.17","< 0.17","0.48",3.5,"0.18",4.2,"< 0.17","0.83","0.31","< 0.17","< 0.17","0.32","< 0.17","< 0.17","< 0.17","< 0.17","< 0.17","1.5","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",133.922,10.8629,-0.14002,0.087286,12.5239,-0.10673,0.052582,113.245,50.3148,0.36017,1.8832,-20.6781,0.061567,0.035394,60.298,0.97486,0.30153,0.52416,14.6114,-0.15502,0.039959
"66","16NQ-TW_Dp08r1","119-3588","PS3443","Whole Body Minus Guts","Chinook salmon","South","Nisqually","MCA EEM","Delta",NA,"parr",86.9125,8.55,2,2,50,"Hatchery/Wild","Spring 2016",3.53327687559971,"0.43","< 0.12","< 0.13","< 0.13","< 0.13","0.31","0.26","< 0.12","< 0.13","< 0.13","< 0.13","0.21","0.57999999999999896","1.4","< 0.13","0.61","< 0.13","< 0.13","0.22","0.54","0.68","0.65","0.43","0.41","0.4","0.64","0.41","0.52","0.24","< 0.13","0.4","0.68","0.76","1.2","0.45","1.2","1","0.3",1.9,"0.88","0.27",2,"< 0.13","0.14000000000000001","0.26","< 0.13","0.15","0.53","0.17","0.55000000000000004","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13",18,22,"0.16","< 0.13","< 0.13","0.86",3.4,"0.41",4.9,"< 0.13","0.56000000000000005","0.3","< 0.13","< 0.13","0.18","< 0.13","< 0.13","< 0.13","< 0.13","< 0.13","1","< 0.13","< 0.13","< 0.13","< 0.13",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",160.558,11.8664,-0.14002,0.087286,13.0056,-0.10673,0.052582,122.693,49.6863,0.36017,1.8832,-20.8142,0.061567,0.035394,54.95,0.92313,0.30153,0.52416,13.6414,-0.15502,0.039959
"67","16NQ-TW_Dp08r2","119-3589","PS3443","Whole Body Minus Guts","Chinook salmon","South","Nisqually","MCA EEM","Delta",NA,"parr",76.4328571428571,5.47142857142857,7,0,0,"Hatchery","Spring 2016",2.04622467783686,"0.18","< 0.15","< 0.15","< 0.15","< 0.15","0.18","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","0.2","0.31","0.69","< 0.15","0.43","< 0.15","< 0.15","0.18","0.43","0.55000000000000004","0.52","0.35","0.32","0.36","0.53","0.35","0.45","0.18","< 0.15","0.31","0.6","0.62","1","0.33","1","0.77","0.25",1.7,"0.89","0.24",1.9,"< 0.15","< 0.15","0.26","< 0.15","0.17","0.56000000000000005","0.17","0.59","< 0.15","0.63","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15",16,20,"< 0.15","< 0.15","< 0.15","0.69",2.8,"0.25",3.8,"< 0.15","0.61","0.3","< 0.15","< 0.15","0.19","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","1.1000000000000001","< 0.15","< 0.15","< 0.15","< 0.15",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",232.007,12.7295,-0.14002,0.087286,11.8174,-0.10673,0.052582,156.558,47.0879,0.36017,1.8832,-20.8833,0.061567,0.035394,61.886,0.99752,0.30153,0.52416,14.2533,-0.15502,0.039959
"68","16SK-TW_Tf01","119-3590","PS3443","Whole Body Minus Guts","Chinook salmon","Central Eastern","Skagit ","Skagit River Trap","River",NA,"fry",36.4879310344828,0.33448275862069,0,29,100,"Wild","Spring 2016",2.23315910712861,"0.77","< 0.17","< 0.17","< 0.17","< 0.17","0.39","0.46","< 0.17","< 0.17","< 0.17","0.17","0.34","1.2","2.6","< 0.17","0.42","< 0.17","< 0.17","0.23","0.56000000000000005","0.74","0.71","0.46","0.49","0.44","0.91","0.55000000000000004","0.76","0.39","< 0.17","0.53","1","1.2","1.9","0.56999999999999895","1.5","1.3","0.38",2.7,"1.5","0.48",3.2,"< 0.17","0.17","0.24","< 0.18","0.25","0.59","0.23","0.83","< 0.18","< 0.17","< 0.17","< 0.18","< 0.17","< 0.17","< 0.17","< 0.17",25,31,"< 0.17","< 0.18","< 0.17","0.82",9.1,"0.25",10,"< 0.17","2.7","0.63","< 0.18","< 0.17","0.61","0.54","< 0.17","< 0.17","< 0.17","< 0.17","4.5","< 0.17","< 0.17","< 0.17","< 0.17",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",253.494,12.8426,-0.14002,0.087286,16.8283,-0.10673,0.052582,176.363,48.9817,0.36017,1.8832,-18.4288,0.061567,0.035394,58.675,0.99981,0.30153,0.52416,15.5776,-0.15502,0.039959
"69","16SK-TW_Tp01","119-3591","PS3443","Whole Body Minus Guts","Chinook salmon","Central Eastern","Skagit ","Skagit River Trap","River",NA,"parr",57.8366666666667,2.93333333333333,0,6,100,"Wild","Spring 2016",1.51569522454733,"< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.18","0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","0.42","0.5","0.48","0.34","0.2","< 0.18","0.24","< 0.18","0.28000000000000003","< 0.18","< 0.18","< 0.18","0.22","0.2","0.39","< 0.18","0.42","0.38","< 0.18",0.56,"0.23","< 0.18",0.61,"< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18",5.5,7.1,"< 0.18","< 0.18","< 0.18","< 0.18",2.4,"< 0.18",2.4,"< 0.18","0.62","< 0.18","< 0.18","< 0.18","0.67","< 0.18","< 0.18","< 0.18","< 0.18","< 0.18","1.3","< 0.18","< 0.18","< 0.18","< 0.18",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",223.889,12.5083,-0.10174,0.077717,7.8221,-0.064749,0.097358,148.205,45.2,-0.29068,0.34262,-25.748,0.021164,0.048132,47.516,0.8119,0.30153,0.52416,1.26,-0.15502,0.039959
"70","16DU-TW_Tp01r4","119-3592","PS3443","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Green River Trap","River",NA,"parr",102.273333333333,12.3166666666667,0,6,100,"Wild","Spring 2016",3.22713321562666,"0.37","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","< 0.12","0.31","0.31","< 0.12","0.19","< 0.12","< 0.12","0.18","0.46","0.5","0.47","0.36","0.23","0.2","0.32","0.2","0.3","< 0.12","< 0.12","0.21","0.27","0.23","0.5","0.2","0.48","0.42","< 0.13",0.579999999999999,"0.27","< 0.12",0.59,"< 0.12","< 0.12","< 0.13","< 0.13","< 0.13","0.14000000000000001","< 0.12","< 0.12","< 0.13","< 0.13","< 0.13","< 0.13","< 0.12","< 0.12","< 0.13","< 0.12",7.1,8.4,"< 0.12","< 0.13","< 0.12","< 0.12",0.63,"< 0.13",0.63,"< 0.12","0.34","0.19","< 0.13","< 0.12","0.35","< 0.12","< 0.12","< 0.12","< 0.13","< 0.13","0.88","< 0.12","< 0.12","< 0.12","< 0.13",NA,NA,"JuvChinC",2016-11-21,2016-12-16,"2016_Juvenile_Chinook",162.57,11.6701,-0.17912,0.094443,6.67,-0.050213,0.081003,123.178,48.8318,-0.25449,0.36234,-19.133,0.038265,0.040037,56.483,0.8686,0.30153,0.52416,5.6396,-0.15502,0.039959
"71","16DU-TW_Dfp06","119-3600","PS3447","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Turning Basin","Delta",NA,"fry/parr",76.9475,5.25,4,0,0,"Hatchery","Spring 2016",2.79120125930615,"0.46","< 0.19","< 0.20","< 0.20","< 0.20","0.28000000000000003","0.2","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","0.52","1","< 0.20","0.61","< 0.20","< 0.20","1.2","2.6","3.9","2.8","0.95","1.5","1.2","2.1","1.4","1.7","0.9","< 0.20","0.56000000000000005","1.1000000000000001","0.83","1.6","0.52","1.5","1.2","0.28000000000000003",1.7,"0.92","0.26",1.9,"< 0.20","< 0.20","0.2","< 0.20","< 0.20","0.44","< 0.20","0.56999999999999895","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20",34,39,"< 0.20","< 0.20","< 0.20","0.64",2.4,"0.21",3.2,"< 0.20","0.85","< 0.20","< 0.20","< 0.20","0.62","< 0.20","< 0.20","< 0.20","< 0.20","< 0.20","1.5","< 0.20","< 0.20","< 0.20","< 0.20",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",160.178,11.4359,-0.17912,0.094443,11.6674,-0.050213,0.081003,115.695,45.6328,-0.25449,0.36234,-20.8424,0.038265,0.040037,52.423,0.93448,0.60833,0.17219,13.0483,-0.091715,0.090516
"72","16DU-TW_Tp01r1","119-3601","PS3447","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Green River Trap","River",NA,"parr",93.4783333333333,8.96666666666667,0,6,100,"Wild","Spring 2016",2.28133641770301,"0.28000000000000003","< 0.24","< 0.25","< 0.25","< 0.25","< 0.25","< 0.24","< 0.24","< 0.24","< 0.25","< 0.25","< 0.24","< 0.25","< 0.25","< 0.24","0.33","< 0.25","< 0.25","< 0.24","0.56000000000000005","0.63","0.57999999999999896","0.4","< 0.24","< 0.25","0.28000000000000003","< 0.25","0.28000000000000003","< 0.25","< 0.24","< 0.25","< 0.25","< 0.25","0.48","< 0.25","0.47","0.45","< 0.25",0.72,"0.32","< 0.24",0.76,"< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.25","< 0.24","< 0.25","< 0.25",5.9,7.8,"< 0.25","< 0.25","< 0.24","< 0.24",0.82,"< 0.25",0.82,"< 0.24","0.76","< 0.25","< 0.25","< 0.25","0.47","< 0.25","< 0.24","< 0.25","< 0.25","< 0.25","1.2","< 0.25","< 0.25","< 0.25","< 0.25",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",150.364,11.5246,-0.17912,0.094443,6.9231,-0.050213,0.081003,103.399,43.8042,-0.25449,0.36234,-19.6837,0.038265,0.040037,57.215,1.0013,0.60833,0.17219,5.5302,-0.091715,0.090516
"73","16DU-TW_Tp01r2","119-3602","PS3447","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Green River Trap","River",NA,"parr",95.7616666666667,10.1,1,5,83.3333333333333,"Wild","Spring 2016",2.99328586130941,"0.34","< 0.20","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.5","0.54","0.49","0.36","< 0.21","< 0.21","0.28000000000000003","< 0.21","0.26","< 0.21","< 0.21","< 0.21","0.23","< 0.21","0.43","< 0.21","0.41","0.37","< 0.21",0.51,"0.24","< 0.21",0.53,"< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21",5.09999999999999,6.8,"< 0.21","< 0.21","< 0.21","< 0.20",0.6,"< 0.21",0.6,"< 0.21","0.4","< 0.21","< 0.21","< 0.21","0.42","< 0.21","< 0.21","< 0.21","< 0.21","< 0.21","0.83","< 0.21","< 0.21","< 0.21","< 0.21",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",176.108,11.2787,-0.17912,0.094443,6.3759,-0.050213,0.081003,136.035,48.1026,-0.25449,0.36234,-19.3666,0.038265,0.040037,55.086,0.90157,0.60833,0.17219,5.3864,-0.091715,0.090516
"74","16DU-TW_Tp01r3","119-3603","PS3447","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Green River Trap","River",NA,"parr",99.27,11.4333333333333,0,6,100,"Wild","Spring 2016",3.19018027129938,"0.36","< 0.18","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.44","0.47","0.43","0.31","0.19","< 0.19","0.26","< 0.19","0.25","< 0.19","< 0.19","< 0.19","0.22","0.2","0.44","< 0.19","0.53","0.41","< 0.19",0.6,"0.27","< 0.19",0.62,"< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.21","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19",5.9,7.7,"< 0.19","< 0.19","< 0.19","< 0.18",0.61,"< 0.19",0.61,"< 0.19","0.71","< 0.19","< 0.19","< 0.19","0.95","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","1.7","< 0.19","< 0.19","< 0.19","< 0.19",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",164.124,12.0946,-0.17912,0.094443,6.917,-0.050213,0.081003,117.404,47.7982,-0.25449,0.36234,-18.6015,0.038265,0.040037,52.27,0.90101,0.30153,0.52416,5.1868,-0.15502,0.039959
"75","16DU-TW_Tp01r5","119-3605","PS3447","Whole Body Minus Guts","Chinook salmon","South","Duwamish","Green River Trap","River",NA,"parr",106.891666666667,14.1666666666667,0,6,100,"Wild","Spring 2016",1.95558786116664,"0.28000000000000003","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","0.17","0.43","0.5","0.48","0.32","0.88","0.67","2.4","0.68","1.9","0.54","0.4","2","2.4","1.8","4.3","1.7","4.5","3.5","1",3.5,"1.7","0.33",3,"0.44","0.4","0.31","< 0.15","< 0.15","0.49","0.17","0.43","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15","< 0.15",41,50,"< 0.15","< 0.15","< 0.15","< 0.15",0.94,"< 0.15",0.94,"< 0.15","0.73","< 0.15","< 0.15","< 0.15","0.6","0.16","< 0.15","< 0.15","< 0.15","< 0.15","1.5","< 0.15","< 0.15","< 0.15","< 0.15",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",153.009,12.5441,-0.17912,0.094443,7.663,-0.050213,0.081003,102.592,46.4977,-0.25449,0.36234,-19.3605,0.038265,0.040037,57.311,0.92798,0.30153,0.52416,6.42,-0.15502,0.039959
"76","16NQ-TW_Dp01r1","119-3606","PS3447","Whole Body Minus Guts","Chinook salmon","South","Nisqually","Breakwater","Delta",NA,"parr",67.8525,3.75,4,0,0,"Hatchery","Spring 2016",2.2199787663345,"0.18","< 0.16","< 0.16","< 0.16","< 0.16","0.17","0.21","< 0.16","< 0.16","< 0.16","< 0.16","0.18","0.42","0.99","< 0.16","0.32","< 0.16","< 0.16","0.19","0.47","0.56999999999999895","0.51","0.36","0.34","0.4","0.59","0.4","0.51","0.21","< 0.16","0.33","0.71","0.76","1.2","0.33","1.1000000000000001","0.82","0.31",1.9,"1.1000000000000001","0.31",2.2,"< 0.16","< 0.16","0.33","< 0.17","0.24","0.69","0.23","0.83","< 0.17","< 0.17","< 0.17","< 0.17","< 0.16","< 0.16","< 0.17","< 0.16",18,23,"< 0.16","< 0.17","< 0.16","0.81",3.4,"0.25",4.4,"< 0.16","0.91","< 0.16","< 0.17","< 0.16","0.52","0.23","< 0.16","< 0.16","< 0.17","< 0.17","1.7","< 0.16","< 0.16","< 0.16","< 0.17",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",180.81,10.9622,-0.17912,0.094443,12.0811,-0.050213,0.081003,123.211,41.2773,-0.25449,0.36234,-19.0696,0.038265,0.040037,61.514,0.9748,0.30153,0.52416,14.7624,-0.15502,0.039959
"77","16NQ-TW_Dp01r2","119-3607","PS3447","Whole Body Minus Guts","Chinook salmon","South","Nisqually","Breakwater","Delta",NA,"parr",80.0583333333334,6.11666666666667,6,0,0,"Hatchery","Spring 2016",3.23598691908997,"0.37","< 0.15","< 0.16","< 0.16","< 0.16","0.38","0.28000000000000003","< 0.15","< 0.16","< 0.16","< 0.16","0.24","0.6","1.5","< 0.16","0.8","< 0.16","< 0.16","0.21","0.5","0.62","0.55000000000000004","0.38","0.43","0.5","0.74","0.45","0.55000000000000004","0.22","< 0.15","0.34","0.83","0.85","1.3","0.35","1.3","0.89","0.34",2,"1.2","0.34",2.29999999999999,"< 0.16","< 0.16","0.33","< 0.16","0.24","0.72","0.25","0.88","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16",20,25,"< 0.16","< 0.16","< 0.16","1.1000000000000001",3.8,"0.42",5.3,"< 0.15","0.8","0.16","< 0.16","< 0.16","0.18","0.19","< 0.16","< 0.16","< 0.16","< 0.16","1.3","< 0.16","< 0.16","< 0.16","< 0.16",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",143.932,10.8208,-0.17912,0.094443,12.1621,-0.050213,0.081003,110.266,45.7841,-0.25449,0.36234,-20.3692,0.038265,0.040037,53.709,0.89586,0.30153,0.52416,14.6827,-0.15502,0.039959
"78","16NQ-TW_Dp02","119-3608","PS3447","Whole Body Minus Guts","Chinook salmon","South","Nisqually","RSS Point and RB","Delta",NA,"parr",78.68,5.575,4,0,0,"Hatchery","Spring 2016",2.29173179118475,"0.2","< 0.18","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","0.35","0.35","< 0.19","0.3","< 0.19","< 0.19","0.66","1.6","1.7","1.7","1.2","0.68","0.57999999999999896","0.93","0.61","0.78","0.34","< 0.19","0.41","0.88","0.86","1.4","0.41","1.3","1","0.31",2.1,"1.1000000000000001","0.32",2.4,"< 0.19","< 0.19","0.27","< 0.19","0.22","0.61","0.23","0.83","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19","< 0.19",26,30,"< 0.19","< 0.19","< 0.19","0.62",2.9,"0.21",3.7,"< 0.19","1","< 0.19","< 0.19","< 0.19","0.43","0.23","< 0.19","< 0.19","< 0.19","< 0.19","1.7","< 0.19","< 0.19","< 0.19","< 0.19",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",151.088,11.861,-0.17912,0.094443,12.2584,-0.050213,0.081003,103.3,44.8257,-0.25449,0.36234,-18.6327,0.038265,0.040037,55.294,0.94137,0.30153,0.52416,14.8671,-0.15502,0.039959
"79","16NQ-TW_Dp03","119-3609","PS3447","Whole Body Minus Guts","Chinook salmon","South","Nisqually","Seal Beach","Delta",NA,"parr",60.19,2.4,6,0,0,"Hatchery","Spring 2016",3.22491065413025,"0.26","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","0.17","0.24","0.41","< 0.16","0.56000000000000005","< 0.16","< 0.16","0.18","0.43","0.5","0.42","0.31","0.3","0.28999999999999898","0.48","0.33","0.43","0.18","< 0.16","0.28999999999999898","0.59","0.76","1.2","0.35","1.1000000000000001","0.92","0.28999999999999898",2.29999999999999,"1.1000000000000001","0.32",2.4,"< 0.16","< 0.16","0.25","< 0.16","0.23","0.51","0.19","0.76","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16","< 0.16",17,23,"< 0.16","< 0.16","< 0.16","0.4",3.9,"0.16",4.5,"< 0.16","1.2","< 0.16","< 0.16","< 0.16","0.45","0.28000000000000003","< 0.16","< 0.16","< 0.16","< 0.16","1.9","< 0.16","< 0.16","< 0.16","< 0.16",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",127.564,10.4931,-0.17912,0.094443,12.374,-0.050213,0.081003,91.635,41.6618,-0.25449,0.36234,-19.9102,0.038265,0.040037,57.273,0.94765,0.30153,0.52416,14.9039,-0.15502,0.039959
"80","16NQ-TW_Dp04r1","119-3610","PS3447","Whole Body Minus Guts","Chinook salmon","South","Nisqually","NEEM 1","Delta",NA,"parr",82.042,5.9,5,0,0,"Hatchery","Spring 2016",2.67322024539784,"0.27","< 0.14","< 0.14","< 0.14","< 0.14","0.24","0.25","< 0.14","< 0.14","< 0.14","< 0.14","0.19","0.46","1.1000000000000001","< 0.14","0.38","< 0.14","< 0.14","0.19","0.44","0.55000000000000004","0.46","0.32","0.36","0.44","0.62","0.41","0.49","0.2","< 0.14","0.3","0.72","0.71","1.2","0.32","1.1000000000000001","0.78","0.28999999999999898",1.8,"1","0.3",2.1,"< 0.14","< 0.14","0.28000000000000003","< 0.14","0.21","0.65","0.21","0.73","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14","< 0.14",17,22,"< 0.14","< 0.14","< 0.14","0.99",3.3,"0.28999999999999898",4.59999999999999,"< 0.14","0.71","< 0.14","< 0.14","< 0.14","0.19","0.16","< 0.14","< 0.14","< 0.14","< 0.14","1.1000000000000001","< 0.14","< 0.14","< 0.14","< 0.14",NA,NA,"PS16JuvChinC",2016-11-28,2016-12-27,"2016_Juvenile_Chinook",135.636,10.7645,-0.17912,0.094443,11.6485,-0.050213,0.081003,99.508,43.6357,-0.25449,0.36234,-19.6102,0.038265,0.040037,53.755,0.92054,0.30153,0.52416,14.5693,-0.15502,0.039959
"81","16LKW-TW_Dp01r3","119-3645","PS3459","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",88.865,8.975,8,0,0,"Hatchery","Spring 2016",2.97678360771349,"0.51","< 0.26","< 0.27","< 0.27","< 0.27","0.68","0.42","0.28999999999999898","< 0.27","< 0.27","< 0.27","0.31","0.91","2.6","< 0.27","< 0.26","< 0.27","< 0.27","0.54","1.3","1.2","1.1000000000000001","0.84","0.54","0.45","0.65","0.44","0.59","< 0.27","< 0.26","0.32","0.56999999999999895","0.59","0.97","0.35","1","0.82","< 0.27",1.4,"0.81","< 0.27",1.6,"< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","0.4","< 0.27","0.46","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27",17,20,"0.32","< 0.27","< 0.27","1.2",3.4,"0.56999999999999895",5.5,"< 0.26","0.79","< 0.27","< 0.27","< 0.27","0.33","< 0.27","< 0.27","< 0.27","< 0.27","< 0.27","1.1000000000000001","< 0.27","< 0.27","< 0.27","< 0.27",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",177.648,11.2777,-0.097837,0.17252,10.2929,0.0058048,0.12101,136.001,49.2466,1.3875,0.63868,-23.3046,0.013954,0.032888,48.99,0.81813,-0.041718,0.1494,7.0935,-0.18225,0.18161
"82","16LKW-TW_Dp01r4","119-3646","PS3459","Whole Body Minus Guts","Chinook salmon","South","Lk Washington","Webster Point","Freshwater",NA,"parr",91.2225,9.7375,5,3,37.5,"Hatchery/Wild","Spring 2016",2.87192415026699,"0.57999999999999896","< 0.26","< 0.26","< 0.26","< 0.26","0.82","0.54","0.33","< 0.26","< 0.26","< 0.26","0.34","1.2","3.2","< 0.26","< 0.26","< 0.26","< 0.26","0.52","1.2","1.2","1.1000000000000001","0.86","0.55000000000000004","0.48","0.68","0.48","0.63","0.28000000000000003","< 0.26","0.4","0.64","0.72","1.2","0.45","1.2","1.1000000000000001","0.35",1.9,"0.98","0.28000000000000003",2.1,"< 0.26","< 0.26","0.26","< 0.26","< 0.26","0.62","< 0.26","0.62","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26","< 0.26",21,26,"0.26","< 0.26","< 0.26","1.4",5.3,"0.66",7.6,"< 0.26","1.4","< 0.26","< 0.26","< 0.26","0.55000000000000004","0.3","< 0.26","< 0.26","< 0.26","< 0.26","2.2000000000000002","< 0.26","< 0.26","< 0.26","< 0.26",NA,NA,"PS16JuvChinC",2016-01-04,2017-01-10,"2016_Juvenile_Chinook",179.006,11.7484,-0.097837,0.17252,10.6629,0.0058048,0.12101,129.768,48.5342,1.3875,0.63868,-24.0621,0.013954,0.032888,53.477,0.89644,0.60833,0.17219,7.1497,-0.091715,0.090516
